Source,Destination,Distance
LosAngeles,KansasCity,2554
SantaAna,SanAntonio,3985
Raleigh,Louisville,1381
Aurora,Portland,4528
OklahomaCity,SanAntonio,3947
Tulsa,Charlotte,638
Memphis,Miami,675
Charlotte,Dallas,2538
Houston,Omaha,969
Chicago,Houston,1264
SanDiego,OklahomaCity,4709
Oakland,LasVegas,459
Cleveland,Philadelphia,4046
Phoenix,SanFrancisco,2852
Aurora,LongBeach,1033
Dallas,Bakersfield,3731
Wichita,Portland,3026
Phoenix,Charlotte,1561
Dallas,Atlanta,4978
Atlanta,Wichita,883
Phoenix,NewOrleans,4822
Milwaukee,Houston,3513
Memphis,LosAngeles,1969
Indianapolis,Memphis,2958
Albuquerque,Fresno,4339
SanFrancisco,Denver,1368
KansasCity,Atlanta,435
Phoenix,LosAngeles,295
SanDiego,Charlotte,1282
NewOrleans,LosAngeles,377
Denver,Arlington,2963
OklahomaCity,Phoenix,2091
LongBeach,Nashville,1884
Boston,NewOrleans,4064
SanAntonio,Nashville,305
ColoradoSprings,Jacksonville,3678
Honolulu,Oakland,4022
Detroit,Louisville,2579
Seattle,NewOrleans,4721
Washington,Louisville,215
LongBeach,SanAntonio,223
Indianapolis,Anaheim,924
ElPaso,Houston,1028
SanFrancisco,LongBeach,4153
Albuquerque,Omaha,525
VirginiaBeach,Baltimore,2064
Minneapolis,Aurora,857
NewYork,SanDiego,1903
Bakersfield,Dallas,3462
Detroit,Atlanta,3255
KansasCity,NewYork,1708
Dallas,Anaheim,3209
Phoenix,Cleveland,3061
Charlotte,Albuquerque,785
Jacksonville,Columbus,385
ColoradoSprings,Detroit,3203
Fresno,SanAntonio,536
Oakland,KansasCity,4191
Oakland,VirginiaBeach,2039
Austin,FortWorth,1323
Bakersfield,Austin,2974
ColoradoSprings,Baltimore,3917
Washington,Bakersfield,4910
Tulsa,Albuquerque,3382
Washington,Fresno,1441
Atlanta,Indianapolis,3577
OklahomaCity,Miami,4861
ElPaso,KansasCity,3195
Nashville,Omaha,426
Phoenix,Arlington,574
SanDiego,Oakland,518
Detroit,Nashville,1700
Seattle,Columbus,1854
LosAngeles,LongBeach,4502
Arlington,Austin,2161
FortWorth,Wichita,4032
Arlington,Nashville,3380
Fresno,Phoenix,4727
Sacramento,SanDiego,2472
Bakersfield,Fresno,2296
NewOrleans,Austin,4460
Tampa,Louisville,550
LongBeach,Anaheim,1409
Boston,Portland,824
Louisville,Chicago,1047
Aurora,Denver,266
VirginiaBeach,Philadelphia,3013
Mesa,Chicago,2993
Oakland,Minneapolis,191
SantaAna,Dallas,4475
Albuquerque,Charlotte,4539
Portland,Charlotte,1464
NewOrleans,Baltimore,2545
Nashville,LosAngeles,3389
SantaAna,Louisville,4443
Aurora,VirginiaBeach,3471
Denver,Fresno,4641
Memphis,Baltimore,4424
Tucson,Atlanta,3029
Memphis,Houston,2912
Raleigh,Mesa,554
Philadelphia,Omaha,4607
Anaheim,VirginiaBeach,3300
ColoradoSprings,Cleveland,1765
ColoradoSprings,SanDiego,835
Miami,LasVegas,4554
SanDiego,KansasCity,1610
Charlotte,Denver,1887
Chicago,Philadelphia,217
LosAngeles,Nashville,2349
Houston,Boston,185
Detroit,SanAntonio,430
ColoradoSprings,Tucson,577
ColoradoSprings,Milwaukee,4404
Anaheim,Honolulu,2982
Cleveland,Houston,361
Omaha,KansasCity,1269
Tucson,Nashville,957
Chicago,Indianapolis,1583
Columbus,Louisville,1172
Aurora,KansasCity,3276
Aurora,LosAngeles,229
LasVegas,Portland,3774
Memphis,Arlington,4701
VirginiaBeach,Sacramento,618
ElPaso,Sacramento,2773
Sacramento,LosAngeles,2013
SanFrancisco,Boston,1675
SanFrancisco,NewOrleans,4474
Aurora,Miami,4249
SanAntonio,LasVegas,4633
OklahomaCity,Arlington,2215
Fresno,Mesa,1286
Tampa,FortWorth,4150
Denver,Oakland,951
Detroit,LosAngeles,1387
Seattle,SantaAna,2504
Austin,Arlington,2083
Milwaukee,Baltimore,4998
Oakland,SanFrancisco,827
Sacramento,SanDiego,3279
Tulsa,Baltimore,3256
Wichita,Atlanta,113
Baltimore,Fresno,2594
Miami,Louisville,2334
Denver,Albuquerque,1248
Denver,SanAntonio,4068
Tulsa,Chicago,4525
Phoenix,Arlington,279
Denver,NewYork,4481
Baltimore,Raleigh,753
Atlanta,Mesa,879
LosAngeles,Columbus,3960
Miami,Dallas,838
LongBeach,Raleigh,2138
NewYork,Detroit,850
Arlington,Nashville,2147
Louisville,Dallas,1459
Sacramento,Milwaukee,4083
Dallas,Honolulu,3263
Dallas,Nashville,2573
SantaAna,Phoenix,1540
LongBeach,Denver,2954
Oakland,Sacramento,93
FortWorth,Nashville,4369
ColoradoSprings,SantaAna,3778
Tampa,Mesa,160
NewYork,OklahomaCity,1076
Detroit,Jacksonville,894
ColoradoSprings,LongBeach,4192
Wichita,LosAngeles,1127
Wichita,Portland,434
Austin,Louisville,940
Mesa,Phoenix,1461
Boston,Cleveland,4991
Arlington,Oakland,4119
Honolulu,VirginiaBeach,3477
SanDiego,Chicago,3278
Tulsa,Louisville,3790
SanDiego,Arlington,4551
Houston,Albuquerque,94
OklahomaCity,Columbus,228
Detroit,Memphis,3351
Chicago,Aurora,2919
Boston,Nashville,991
Arlington,Portland,2589
Nashville,LongBeach,4766
NewYork,Tulsa,228
Memphis,Omaha,1975
Aurora,Minneapolis,1819
Indianapolis,Dallas,3825
VirginiaBeach,Honolulu,1411
LasVegas,Sacramento,1340
Portland,Louisville,1801
Philadelphia,Oakland,918
SanDiego,Wichita,4885
Fresno,SanAntonio,1707
Denver,Aurora,4160
LosAngeles,Denver,4864
Austin,Bakersfield,1036
Minneapolis,Tampa,4955
Mesa,Houston,2499
Tampa,NewOrleans,1368
Albuquerque,Tucson,2504
Tampa,Philadelphia,3817
Omaha,Detroit,2090
Oakland,Anaheim,2813
Indianapolis,Honolulu,114
ColoradoSprings,Detroit,3534
SanFrancisco,SanAntonio,1775
Nashville,Chicago,1402
Fresno,KansasCity,250
Fresno,Raleigh,4025
Philadelphia,SantaAna,2182
Portland,Cleveland,3070
Columbus,SanDiego,4123
Bakersfield,Arlington,1752
Raleigh,Bakersfield,3585
Anaheim,NewOrleans,2357
Denver,KansasCity,2653
Dallas,Indianapolis,3458
Columbus,SantaAna,2950
Jacksonville,SanAntonio,4675
Minneapolis,Mesa,3049
ColoradoSprings,Albuquerque,1411
ColoradoSprings,NewYork,4191
Cleveland,Mesa,979
Omaha,Milwaukee,2082
Arlington,Aurora,1928
Jacksonville,Louisville,2904
Anaheim,Nashville,1748
Detroit,Houston,2757
Tulsa,Albuquerque,4809
Phoenix,Washington,3254
ElPaso,Seattle,2132
Atlanta,Wichita,4477
Tampa,Atlanta,4843
Dallas,Philadelphia,2779
Philadelphia,Chicago,225
Milwaukee,Tampa,4608
OklahomaCity,SantaAna,1625
Portland,Fresno,819
Sacramento,Austin,2665
Baltimore,FortWorth,515
Albuquerque,Columbus,1020
Raleigh,Detroit,4446
Miami,Honolulu,4261
SanAntonio,Portland,1362
Aurora,KansasCity,2544
Tulsa,Tucson,4910
Memphis,Tucson,3543
Portland,Cleveland,3011
Houston,Indianapolis,1011
Mesa,Indianapolis,3314
Raleigh,Phoenix,3692
LosAngeles,LongBeach,1581
Philadelphia,Anaheim,678
Arlington,Tucson,438
Tulsa,Houston,1459
Jacksonville,Albuquerque,856
Cleveland,LongBeach,487
Nashville,Portland,731
ElPaso,Detroit,4174
Austin,SanDiego,4319
Chicago,Boston,3589
Phoenix,Mesa,4177
Philadelphia,Omaha,2397
VirginiaBeach,ColoradoSprings,3076
OklahomaCity,LongBeach,3289
Honolulu,Chicago,2285
Dallas,Baltimore,3647
Bakersfield,Oakland,4791
SanFrancisco,LasVegas,204
Houston,LosAngeles,1032
Atlanta,SanFrancisco,2241
Tampa,Arlington,4059
Philadelphia,Phoenix,4449
Jacksonville,Phoenix,721
Sacramento,Tucson,1853
Miami,Phoenix,838
Portland,Miami,3602
Memphis,Wichita,1072
Philadelphia,SanAntonio,1538
Denver,Nashville,539
Tulsa,Philadelphia,339
Jacksonville,Denver,2531
Cleveland,Honolulu,669
NewOrleans,KansasCity,228
Milwaukee,SanAntonio,1964
Boston,Fresno,4553
Phoenix,Oakland,3614
ColoradoSprings,ElPaso,336
LongBeach,Minneapolis,4951
Baltimore,Indianapolis,1328
Tampa,Bakersfield,1367
SanAntonio,ElPaso,810
FortWorth,Aurora,4156
Cleveland,Chicago,1636
Indianapolis,Washington,2869
Nashville,Honolulu,158
Charlotte,Houston,2567
Louisville,Cleveland,4426
VirginiaBeach,Arlington,2901
Boston,Tampa,1819
Denver,SantaAna,3430
Seattle,Philadelphia,1062
KansasCity,OklahomaCity,857
VirginiaBeach,Columbus,416
Atlanta,Fresno,2955
Cleveland,Miami,1713
Atlanta,Denver,1729
Fresno,Jacksonville,2318
Baltimore,VirginiaBeach,2880
VirginiaBeach,Nashville,3834
SanFrancisco,Louisville,3413
Omaha,Arlington,3263
Arlington,VirginiaBeach,3036
Mesa,Arlington,4503
Milwaukee,Memphis,960
Nashville,Anaheim,2145
Atlanta,Phoenix,219
Milwaukee,Wichita,4548
ColoradoSprings,Detroit,4650
KansasCity,Anaheim,2939
Washington,Indianapolis,3970
Wichita,Charlotte,1419
SantaAna,Aurora,3058
Boston,Mesa,1464
Tucson,OklahomaCity,4890
Sacramento,Omaha,3322
Minneapolis,Baltimore,3582
ColoradoSprings,Dallas,3042
Fresno,KansasCity,4783
Honolulu,LosAngeles,3202
KansasCity,FortWorth,4395
Anaheim,NewOrleans,3595
Tulsa,Mesa,859
FortWorth,Aurora,3074
Denver,Houston,621
ElPaso,LongBeach,1237
Albuquerque,Columbus,2408
Indianapolis,Washington,3533
Houston,Aurora,2590
LasVegas,Tucson,1672
Indianapolis,Seattle,4536
Tucson,Chicago,4626
LasVegas,Raleigh,3470
Boston,Baltimore,3145
Boston,VirginiaBeach,1080
NewOrleans,Tucson,3247
Minneapolis,FortWorth,2138
FortWorth,Tampa,3318
OklahomaCity,Raleigh,1061
Columbus,Fresno,4000
LosAngeles,Wichita,986
KansasCity,SantaAna,2162
SantaAna,Wichita,3197
Austin,Baltimore,2230
LongBeach,Washington,981
Indianapolis,FortWorth,3708
Boston,Tucson,1142
Arlington,Austin,3479
Arlington,Miami,841
SanDiego,Atlanta,977
LosAngeles,NewOrleans,1561
LasVegas,Denver,3770
SanAntonio,Tampa,4104
Wichita,Dallas,522
Tucson,Dallas,4219
Columbus,Indianapolis,4740
NewOrleans,Seattle,1086
OklahomaCity,Raleigh,2360
SanAntonio,Philadelphia,817
LasVegas,ElPaso,1245
Portland,Raleigh,3117
Houston,KansasCity,2515
Anaheim,Memphis,4054
Louisville,Oakland,1483
Bakersfield,Honolulu,2983
KansasCity,NewYork,825
SanFrancisco,Raleigh,2403
LongBeach,Detroit,786
Jacksonville,Charlotte,1062
Nashville,Indianapolis,664
Tulsa,Charlotte,2803
Detroit,OklahomaCity,4626
Nashville,Arlington,593
Fresno,Indianapolis,3839
Tampa,Columbus,3371
Minneapolis,Miami,4858
Honolulu,Bakersfield,4757
Fresno,OklahomaCity,4073
Columbus,Washington,1215
Louisville,Oakland,4605
Miami,Cleveland,4345
Omaha,Wichita,2843
NewYork,LongBeach,2627
ColoradoSprings,Philadelphia,625
Honolulu,ElPaso,4637
Anaheim,Cleveland,3281
Austin,Denver,1549
ColoradoSprings,Milwaukee,1621
Cleveland,Arlington,4519
Austin,Detroit,2548
Detroit,Indianapolis,4698
Charlotte,KansasCity,4470
NewYork,Tucson,2745
FortWorth,Fresno,3320
SanAntonio,Detroit,1014
Washington,Detroit,3482
Tampa,ElPaso,2467
LasVegas,Omaha,136
NewYork,Seattle,2924
Oakland,SanAntonio,4781
Aurora,Sacramento,4112
Atlanta,Columbus,2538
SanAntonio,Chicago,3427
Charlotte,Houston,2974
Arlington,FortWorth,4452
Minneapolis,Atlanta,4407
Columbus,Chicago,497
Seattle,Milwaukee,4234
NewYork,Washington,2625
Louisville,Arlington,3748
Anaheim,Phoenix,2543
Sacramento,Charlotte,4482
Indianapolis,Milwaukee,2908
Atlanta,Tampa,1381
Philadelphia,Tampa,4246
Milwaukee,Denver,2583
Philadelphia,Columbus,2038
Cleveland,SanDiego,2484
Louisville,Seattle,3506
Albuquerque,Charlotte,3305
Detroit,Atlanta,3036
Raleigh,OklahomaCity,3293
Dallas,Tulsa,962
Wichita,Columbus,2101
Miami,Boston,2509
FortWorth,Dallas,803
OklahomaCity,Philadelphia,3353
Omaha,VirginiaBeach,2676
VirginiaBeach,Seattle,4718
Washington,Milwaukee,3509
ColoradoSprings,SantaAna,609
Chicago,SanAntonio,2084
Arlington,FortWorth,3637
Oakland,Milwaukee,1803
Detroit,Columbus,2061
Memphis,KansasCity,3786
FortWorth,Nashville,2944
Washington,Albuquerque,4100
Louisville,Anaheim,1366
Washington,VirginiaBeach,4218
Albuquerque,VirginiaBeach,3329
Austin,Jacksonville,4059
Seattle,Washington,1961
Philadelphia,NewOrleans,567
Mesa,VirginiaBeach,1588
Jacksonville,SantaAna,4979
Arlington,Cleveland,587
Detroit,Jacksonville,4347
LongBeach,VirginiaBeach,290
Milwaukee,Nashville,1980
Houston,Columbus,289
Tucson,Honolulu,4359
Wichita,Houston,4836
Louisville,Baltimore,4652
Louisville,Indianapolis,4022
NewOrleans,Austin,640
Dallas,Raleigh,50
Sacramento,ElPaso,3293
Tucson,Washington,4259
Indianapolis,Anaheim,787
Boston,Dallas,3924
Washington,Denver,455
NewYork,Tampa,1510
Detroit,Arlington,1315
Dallas,Mesa,1459
VirginiaBeach,Wichita,2719
Oakland,Tulsa,3307
NewYork,Phoenix,4451
Memphis,ColoradoSprings,4951
Nashville,Miami,4408
Fresno,Dallas,3016
SanAntonio,LongBeach,1320
Denver,Baltimore,3490
ElPaso,NewYork,2914
SanAntonio,Philadelphia,4596
Bakersfield,Columbus,397
Oakland,Aurora,241
Albuquerque,Tulsa,865
Tulsa,ColoradoSprings,2152
Baltimore,Chicago,922
Atlanta,Cleveland,1972
ElPaso,Sacramento,770
ElPaso,Detroit,147
Tucson,SantaAna,2829
LosAngeles,SanAntonio,391
Atlanta,Sacramento,3516
Baltimore,Jacksonville,831
Baltimore,Chicago,680
Austin,LasVegas,2477
Phoenix,Washington,3908
Baltimore,Mesa,2977
SanDiego,Tulsa,4068
SanDiego,Baltimore,2670
ElPaso,Atlanta,4030
Bakersfield,Omaha,3235
Cleveland,Albuquerque,381
Minneapolis,Raleigh,559
Cleveland,Houston,4187
Sacramento,Oakland,3985
Indianapolis,Austin,2615
Houston,LasVegas,4252
Honolulu,Anaheim,4784
Aurora,Albuquerque,3128
Memphis,Indianapolis,820
Sacramento,Tulsa,2455
Honolulu,Albuquerque,1241
Tampa,KansasCity,3093
Arlington,LosAngeles,4694
LasVegas,Tucson,4940
Phoenix,Baltimore,1784
Albuquerque,VirginiaBeach,413
Denver,Washington,4069
Mesa,Tulsa,1876
SanFrancisco,FortWorth,1054
SanAntonio,Boston,1762
SanFrancisco,LongBeach,745
SanDiego,Wichita,1131
Minneapolis,Miami,4480
Louisville,Omaha,356
SantaAna,Raleigh,3063
SanFrancisco,Tucson,3258
Milwaukee,Tucson,1555
Denver,Anaheim,2147
Portland,Tucson,2471
Honolulu,Milwaukee,2056
Fresno,SanAntonio,3073
Tampa,Portland,710
Indianapolis,Cleveland,2178
Honolulu,Houston,2345
NewOrleans,Anaheim,4209
Austin,Memphis,1282
Tulsa,Milwaukee,1451
OklahomaCity,SanAntonio,3897
LosAngeles,Anaheim,4859
Fresno,Milwaukee,959
Chicago,Anaheim,1725
Chicago,Austin,2113
Omaha,Bakersfield,1228
ElPaso,VirginiaBeach,797
Tulsa,Atlanta,4658
Tampa,Arlington,3405
Denver,Cleveland,1865
Raleigh,ElPaso,1578
Denver,Atlanta,2515
Aurora,Seattle,4573
NewOrleans,FortWorth,2653
Denver,Fresno,713
Sacramento,Denver,3530
Seattle,Miami,3342
Denver,VirginiaBeach,720
Charlotte,Albuquerque,1467
Dallas,Columbus,112
Minneapolis,Phoenix,1329
NewYork,Tulsa,713
Mesa,Phoenix,4645
Tucson,Portland,3615
Boston,Mesa,2079
LasVegas,Atlanta,3589
SantaAna,Honolulu,3401
Detroit,FortWorth,2482
Aurora,Phoenix,1888
Washington,Fresno,982
Chicago,Anaheim,3244
Bakersfield,Arlington,1964
Aurora,Washington,4302
Raleigh,Aurora,685
SanAntonio,Fresno,2727
Houston,Austin,1374
Tampa,Chicago,1108
SanAntonio,Chicago,3768
Denver,Detroit,3158
Denver,Memphis,2578
LosAngeles,OklahomaCity,1074
Philadelphia,Aurora,3336
Honolulu,ColoradoSprings,4002
Raleigh,Minneapolis,4575
Austin,Columbus,4779
VirginiaBeach,Miami,3480
Indianapolis,Wichita,1280
NewYork,Columbus,4501
Honolulu,Memphis,4904
Columbus,SanAntonio,4313
ColoradoSprings,Baltimore,3699
Denver,ElPaso,540
SantaAna,Washington,91
ElPaso,Dallas,2060
Tampa,Bakersfield,930
Anaheim,Jacksonville,4377
Phoenix,Atlanta,1680
LosAngeles,Miami,3094
Aurora,Cleveland,1207
Portland,KansasCity,441
LosAngeles,Wichita,499
FortWorth,Albuquerque,2814
Albuquerque,Dallas,765
Baltimore,Nashville,521
Seattle,LongBeach,2308
Wichita,Aurora,1678
Bakersfield,Charlotte,2172
Boston,Sacramento,1794
NewYork,SanAntonio,69
Tucson,Arlington,1122
Tampa,Portland,2344
Milwaukee,Houston,3640
KansasCity,Detroit,2839
Philadelphia,Memphis,4997
Aurora,Louisville,1996
Philadelphia,NewOrleans,1243
Cleveland,Wichita,3938
Tulsa,Louisville,4355
Omaha,KansasCity,2124
ColoradoSprings,Denver,1050
Boston,Philadelphia,1686
Anaheim,Indianapolis,2568
LongBeach,Jacksonville,3944
OklahomaCity,Columbus,839
Fresno,Jacksonville,3475
NewOrleans,SanDiego,1763
Albuquerque,Columbus,537
Aurora,Tucson,1211
Memphis,Milwaukee,4715
SanFrancisco,Columbus,1496
Wichita,Portland,1791
ElPaso,KansasCity,4567
FortWorth,Indianapolis,4107
ColoradoSprings,OklahomaCity,2617
Portland,Milwaukee,1620
Miami,Oakland,727
SanDiego,Charlotte,4599
Nashville,SantaAna,1627
Baltimore,ElPaso,1451
NewOrleans,SanAntonio,3500
Nashville,Denver,572
SanAntonio,Tucson,1837
LosAngeles,OklahomaCity,4078
SanAntonio,Baltimore,664
Bakersfield,Indianapolis,3958
Charlotte,Minneapolis,642
Arlington,ElPaso,2980
NewOrleans,Phoenix,1336
LasVegas,Jacksonville,2148
Mesa,LongBeach,407
SanFrancisco,Bakersfield,3059
OklahomaCity,FortWorth,2902
SanAntonio,Wichita,1024
Anaheim,Nashville,4310
LosAngeles,Washington,4489
NewYork,Denver,3771
Albuquerque,Miami,2330
Indianapolis,Louisville,949
Columbus,Denver,1717
Detroit,Tampa,2210
Philadelphia,Wichita,2860
LongBeach,Miami,3908
Bakersfield,Baltimore,1010
Bakersfield,KansasCity,364
Louisville,LosAngeles,705
Tucson,Seattle,62
Tulsa,Raleigh,773
Bakersfield,ElPaso,4720
Baltimore,Arlington,4795
Seattle,Memphis,2922
Memphis,Austin,118
SantaAna,ElPaso,2686
Houston,Sacramento,1389
Mesa,Dallas,4555
Tucson,Oakland,835
Honolulu,ElPaso,587
Columbus,Anaheim,3288
Louisville,Baltimore,4730
Jacksonville,Omaha,3588
Boston,LasVegas,3846
FortWorth,Bakersfield,1439
Chicago,Atlanta,1956
Austin,Indianapolis,4801
Fresno,Cleveland,3654
Wichita,Indianapolis,2969
Denver,Charlotte,4380
SanAntonio,Chicago,3019
Omaha,Memphis,164
KansasCity,Omaha,3720
Tampa,Raleigh,746
Bakersfield,Milwaukee,1760
LosAngeles,Austin,2834
Atlanta,Austin,4260
Tampa,Philadelphia,2608
FortWorth,Sacramento,3687
Phoenix,Indianapolis,2667
Charlotte,ElPaso,1694
Raleigh,Milwaukee,2169
Philadelphia,Jacksonville,2692
ColoradoSprings,Houston,3541
ElPaso,Portland,495
Baltimore,Portland,3546
KansasCity,Nashville,2973
ElPaso,Washington,4635
Austin,Nashville,2092
Albuquerque,Washington,512
Tulsa,Omaha,3592
Columbus,Indianapolis,2352
Portland,Mesa,1820
LongBeach,OklahomaCity,1569
Tucson,Nashville,4913
Albuquerque,Jacksonville,2747
Charlotte,Anaheim,1905
Austin,Louisville,4068
Indianapolis,Columbus,4158
Phoenix,VirginiaBeach,3751
Portland,Denver,844
Honolulu,Portland,3864
Cleveland,Milwaukee,240
Washington,NewOrleans,400
Chicago,Raleigh,4072
Omaha,Austin,3746
Phoenix,KansasCity,2361
Oakland,Austin,1306
SanAntonio,Detroit,865
NewOrleans,FortWorth,730
Tucson,Bakersfield,3821
Cleveland,Denver,2043
Cleveland,Milwaukee,1227
NewYork,Mesa,349
Indianapolis,Mesa,2862
Philadelphia,Albuquerque,203
Portland,Minneapolis,858
Boston,Anaheim,4729
LosAngeles,Atlanta,3128
Fresno,Jacksonville,3590
Phoenix,Honolulu,4422
Atlanta,Albuquerque,1471
Tampa,Sacramento,419
Raleigh,Mesa,1915
Detroit,SantaAna,1533
Boston,SanAntonio,2324
Albuquerque,Washington,234
Chicago,OklahomaCity,1840
LasVegas,Columbus,4018
Indianapolis,Tulsa,1583
Austin,Nashville,4146
Minneapolis,Mesa,4297
Bakersfield,Seattle,3477
Phoenix,Houston,320
Fresno,Minneapolis,563
SanFrancisco,Tulsa,2275
Mesa,ElPaso,4341
NewYork,Houston,825
Cleveland,Phoenix,2385
Anaheim,Jacksonville,4020
ElPaso,Fresno,2351
LosAngeles,Tucson,3086
Nashville,Indianapolis,3430
Louisville,SanDiego,2703
Bakersfield,ColoradoSprings,2301
Wichita,KansasCity,4648
Aurora,Bakersfield,4523
NewYork,Wichita,1889
Memphis,Bakersfield,4911
VirginiaBeach,SanAntonio,4919
Omaha,Raleigh,720
ColoradoSprings,Atlanta,757
SanAntonio,Aurora,1928
Detroit,Boston,4578
Mesa,KansasCity,3240
Columbus,Honolulu,1928
Philadelphia,Fresno,1178
Dallas,Atlanta,3735
Omaha,Houston,2632
Honolulu,Minneapolis,4213
SanDiego,Washington,468
Minneapolis,Seattle,222
Wichita,NewYork,3500
Columbus,Tampa,240
Jacksonville,Dallas,3518
Austin,Baltimore,4619
NewYork,LosAngeles,4355
Oakland,Tulsa,1040
ElPaso,KansasCity,3828
OklahomaCity,Austin,2348
Denver,Portland,3286
Columbus,Denver,2637
Austin,Portland,1921
SanFrancisco,Aurora,2370
Raleigh,Tucson,3999
Atlanta,Tucson,436
LasVegas,Columbus,4579
Tampa,NewOrleans,4356
Detroit,ElPaso,2550
Atlanta,Austin,3863
Albuquerque,Chicago,1201
Boston,Fresno,2787
Baltimore,Bakersfield,1139
ElPaso,Louisville,1961
Austin,LosAngeles,3705
Louisville,LongBeach,1712
Oakland,Cleveland,4893
Oakland,Dallas,501
Mesa,OklahomaCity,1975
Aurora,Tampa,1422
LasVegas,Raleigh,4144
Wichita,VirginiaBeach,942
SanDiego,OklahomaCity,302
Honolulu,Columbus,2339
Sacramento,Raleigh,3064
Fresno,Omaha,451
Tucson,LongBeach,923
Jacksonville,Tampa,1123
Atlanta,Nashville,4235
Memphis,Denver,1359
Fresno,Jacksonville,3757
SanAntonio,Arlington,4268
Bakersfield,SanDiego,615
Seattle,Chicago,4293
Columbus,VirginiaBeach,4882
SanFrancisco,Philadelphia,3813
SanFrancisco,Louisville,3996
Denver,Tampa,678
Memphis,Tulsa,2235
Miami,SanAntonio,2424
Nashville,LosAngeles,4237
Oakland,Tampa,4938
SanFrancisco,Seattle,800
SanDiego,Tucson,3957
ElPaso,Dallas,4240
Austin,Bakersfield,3192
Miami,Indianapolis,2945
Washington,Aurora,2174
Dallas,Houston,2624
Philadelphia,SantaAna,1457
Aurora,Phoenix,4471
Mesa,FortWorth,922
Chicago,Minneapolis,3503
Minneapolis,Cleveland,1675
Charlotte,VirginiaBeach,4501
SanFrancisco,Baltimore,879
Mesa,NewOrleans,3343
VirginiaBeach,Mesa,1239
Arlington,KansasCity,2598
ColoradoSprings,LongBeach,1268
Dallas,LosAngeles,3567
Wichita,Raleigh,1910
Charlotte,Milwaukee,558
Fresno,Portland,629
Atlanta,Detroit,3950
Raleigh,Houston,535
Louisville,Jacksonville,4006
Memphis,Philadelphia,1703
ElPaso,Wichita,4768
Raleigh,SantaAna,3447
Miami,Honolulu,389
Fresno,Baltimore,4720
Albuquerque,Minneapolis,4054
Charlotte,ElPaso,3911
Miami,Tucson,3459
Raleigh,Seattle,1548
Austin,Aurora,3172
NewOrleans,Tampa,4206
Oakland,Arlington,3181
Denver,Portland,913
SantaAna,Aurora,305
KansasCity,Cleveland,944
SanAntonio,Denver,4463
VirginiaBeach,Cleveland,1848
Albuquerque,SanFrancisco,1437
LongBeach,Anaheim,2855
Bakersfield,SanFrancisco,4758
Fresno,Tucson,2233
Memphis,Houston,2838
Jacksonville,Fresno,3795
OklahomaCity,SanFrancisco,3607
Fresno,FortWorth,2380
Arlington,Anaheim,2929
Anaheim,Arlington,1977
Honolulu,SanFrancisco,4565
Omaha,Miami,4962
Boston,Sacramento,1321
Memphis,Detroit,753
Tampa,Philadelphia,943
Oakland,Atlanta,75
Detroit,KansasCity,1680
Seattle,Baltimore,4750
Miami,Chicago,3391
Chicago,Arlington,909
Charlotte,Washington,87
Omaha,Tampa,487
Fresno,NewOrleans,3816
Austin,Tulsa,1861
LongBeach,LasVegas,1658
Arlington,Charlotte,3483
Fresno,Nashville,3393
Mesa,VirginiaBeach,3190
Anaheim,Portland,3651
Philadelphia,Austin,890
ElPaso,Wichita,1660
Arlington,Chicago,1068
Denver,KansasCity,718
Minneapolis,SanDiego,1345
SanFrancisco,Seattle,3143
Houston,LosAngeles,243
OklahomaCity,ElPaso,4139
Bakersfield,Nashville,1861
Denver,Tulsa,1263
Denver,NewYork,2792
NewOrleans,Honolulu,1930
SanDiego,Louisville,3090
Sacramento,Minneapolis,2942
Aurora,Charlotte,1843
OklahomaCity,Honolulu,4339
Philadelphia,Dallas,4879
Chicago,Denver,2254
OklahomaCity,VirginiaBeach,4383
SanAntonio,Philadelphia,1147
Cleveland,Aurora,1748
Indianapolis,Philadelphia,4509
Mesa,Atlanta,2015
Denver,Arlington,3141
Raleigh,Cleveland,1962
Fresno,Detroit,2994
Oakland,Philadelphia,1746
Chicago,Dallas,2690
Houston,OklahomaCity,1154
Portland,Wichita,222
Baltimore,Nashville,1865
OklahomaCity,Louisville,2140
Albuquerque,Memphis,4084
Tampa,ElPaso,1630
Mesa,Arlington,3605
Tulsa,Fresno,1799
Indianapolis,Denver,2220
FortWorth,SanDiego,780
Houston,Oakland,2122
Memphis,Chicago,3793
VirginiaBeach,Minneapolis,4878
Memphis,Chicago,444
Honolulu,Houston,1703
Sacramento,Oakland,3517
Louisville,Nashville,4030
FortWorth,Phoenix,4858
Miami,LosAngeles,4431
Houston,KansasCity,2280
VirginiaBeach,Chicago,62
Raleigh,LongBeach,3578
SantaAna,Raleigh,57
Chicago,Milwaukee,2930
Tampa,ElPaso,259
Nashville,Memphis,4506
Dallas,Portland,3102
Jacksonville,Fresno,3801
ElPaso,Charlotte,3664
Charlotte,ElPaso,4053
SanAntonio,Oakland,1202
VirginiaBeach,Denver,3161
Tulsa,Chicago,2719
Wichita,Arlington,1534
Anaheim,Austin,949
LongBeach,SanDiego,4260
Sacramento,Houston,2082
VirginiaBeach,Miami,4094
Seattle,Jacksonville,871
Phoenix,KansasCity,4064
SantaAna,Portland,457
Charlotte,SanFrancisco,3206
Raleigh,SanDiego,3563
Jacksonville,Tucson,791
Atlanta,Austin,2981
